genome,completeness,contamination
Ss_bin.79,88.98,1.977
Ss_bin.106,88.80,1.881
Ss_bin.3,88.72,3.639
Ss_bin.103,88.59,1.006
Ss_bin.20,88.54,5.216
Ss_bin.62,88.15,2.628
Ss_bin.130,88.01,1.881
Ss_bin.114,87.87,2.371
Ss_bin.57,87.74,4.326
Ss_bin.55,87.70,3.411
Ss_bin.42,87.54,4.694
Ss_bin.38,87.37,2.657
Ss_bin.77,86.69,1.314
Ss_bin.93,86.15,4.345
Ss_bin.35,85.85,1.424
Ss_bin.146,85.37,2.849
Ss_bin.51,85.12,1.232
Ss_bin.126,85.07,4.225
Ss_bin.144,84.93,5.048
Ss_bin.30,84.92,4.349
Ss_bin.171,84.92,4.040
Ss_bin.166,84.83,1.400
Ss_bin.94,84.81,3.914
Ss_bin.14,84.71,4.588
Ss_bin.67,84.12,1.063
Ss_bin.61,83.47,0.316
Ss_bin.155,81.82,4.957
Ss_bin.121,80.99,6.451
Ss_bin.135,79.90,2.079
Ss_bin.145,79.30,2.358
Ss_bin.108,78.33,0.671
Ss_bin.40,78.23,1.787
Ss_bin.6,78.17,7.014
Ss_bin.37,78.11,3.270
Ss_bin.161,77.68,2.688
Ss_bin.33,77.47,3.041
Ss_bin.147,77.35,3.494
Ss_bin.11,76.80,3.062
Ss_bin.172,76.50,3.276
Ss_bin.112,76.26,2.630
Ss_bin.22,76.25,4.081
Ss_bin.128,75.34,0.048
Ss_bin.148,73.57,2.190
Ss_bin.47,73.47,2.426
Ss_bin.164,72.57,6.034
Ss_bin.109,72.54,1.810
Ss_bin.39,72.31,4.824
Ss_bin.15,72.26,3.252
Ss_bin.138,71.82,1.565
Ss_bin.41,71.12,1.654
Ss_bin.7,70.95,2.181
Ss_bin.119,70.61,6.524
Ss_bin.89,70.38,3.111
Ss_bin.48,70.12,1.724
